BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class
BGC0000924.1	BGC0000924.1	Pyrrolnitrin biosynthetic gene cluster	other	Others
BGC0000925.1	BGC0000925.1	Quinolobactin biosynthetic gene cluster	other	Others
BGC0000926.1	BGC0000926.1	Rhizocticin biosynthetic gene cluster	phosphonate	Others
BGC0000927.1	BGC0000927.1	Roseoflavin biosynthetic gene cluster	other	Others
BGC0000928.1	BGC0000928.1	T3 toxin biosynthetic gene cluster	other	Others
BGC0000929.1	BGC0000929.1	Toxoflavin biosynthetic gene cluster	other	Others
BGC0000932.1	BGC0000932.1	Tropodithietic acid biosynthetic gene cluster	other	Others
BGC0000933.1	BGC0000933.1	Xiamenmycin biosynthetic gene cluster	other	Others
BGC0000934.1	BGC0000934.1	Endophenazines biosynthetic gene cluster	phenazine	Others
BGC0000935.1	BGC0000935.1	Esmeraldin biosynthetic gene cluster	phenazine-t1pks	Others
BGC0000936.1	BGC0000936.1	Pyocyanine biosynthetic gene cluster	phenazine	Others
BGC0000937.1	BGC0000937.1	Fosfazinomycin biosynthetic gene cluster	phosphonate	Others
BGC0000938.1	BGC0000938.1	Fosfomycin biosynthetic gene cluster	other	Others
BGC0000939.1	BGC0000939.1	Aerobactin biosynthetic gene cluster	siderophore	Others
BGC0000940.1	BGC0000940.1	Desferrioxamine B biosynthetic gene cluster	siderophore	Others
BGC0000941.1	BGC0000941.1	Desferrioxamine B biosynthetic gene cluster	siderophore	Others
BGC0000942.1	BGC0000942.1	Petrobactin biosynthetic gene cluster	siderophore	Others
BGC0000943.1	BGC0000943.1	Staphylobactin biosynthetic gene cluster	siderophore	Others
BGC0000944.1	BGC0000944.1	Staphyloferrin biosynthetic gene cluster	siderophore	Others
BGC0000946.1	BGC0000946.1	Vibrioferrin biosynthetic gene cluster	siderophore	Others
BGC0000947.1	BGC0000947.1	Vibrioferrin biosynthetic gene cluster	siderophore	Others
BGC0000948.1	BGC0000948.1	Alpha-galactosylceramide biosynthetic gene cluster	other	Others
BGC0000949.1	BGC0000949.1	A-500359s biosynthetic gene cluster	blactam-nrps	Others
BGC0000952.1	BGC0000952.1	Pristinamycin biosynthetic gene cluster	oligosaccharide-t2pks-nrps-ectoine-nrps	Others
BGC0000953.1	BGC0000953.1	Amicetin biosynthetic gene cluster	other	Others
BGC0000961.1	BGC0000961.1	Bactobolin biosynthetic gene cluster	nrps-hserlactone-t1pks	Others
BGC0000977.1	BGC0000977.1	Cyclopiazonic acid biosynthetic gene cluster	terpene-nrps-t1pks	Others
BGC0000986.1	BGC0000986.1	Dkxanthene biosynthetic gene cluster	nrps-t1pks-bacteriocin	Others
BGC0000992.1	BGC0000992.1	Fusaridione A biosynthetic gene cluster	terpene-nrps-t1pks	Others
BGC0001004.1	BGC0001004.1	Lobophorin biosynthetic gene cluster	oligosaccharide-t1pks	Others
BGC0001020.1	BGC0001020.1	Muraymycin biosynthetic gene cluster	thiopeptide-lantipeptide-nrps-nucleoside	Others
BGC0001038.1	BGC0001038.1	Pyralomicin biosynthetic gene cluster	amglyccycl-t1pks	Others
BGC0001044.1	BGC0001044.1	Sirodesmin biosynthetic gene cluster	t1pks-nrps-terpene	Others
BGC0001046.1	BGC0001046.1	Streptolydigin biosynthetic gene cluster	nrps-terpene-t1pks	Others
BGC0001065.1	BGC0001065.1	Herboxidiene biosynthetic gene cluster	t1pks-t3pks-nucleoside	Others
BGC0001072.1	BGC0001072.1	Simocyclinone biosynthetic gene cluster	t1pks-t2pks-aminocoumarin	Others
BGC0001073.1	BGC0001073.1	Kosinostatin biosynthetic gene cluster	ectoine-t2pks	Others
BGC0001074.1	BGC0001074.1	Cosmomycin D biosynthetic gene cluster	oligosaccharide-t2pks	Others
BGC0001075.1	BGC0001075.1	Aurachin RE biosynthetic gene cluster	other	Others
BGC0001076.1	BGC0001076.1	Liposidomycin biosynthetic gene cluster	t3pks-nucleoside	Others
BGC0001078.1	BGC0001078.1	Furaquinocin A biosynthetic gene cluster	t3pks-terpene	Others
BGC0001079.1	BGC0001079.1	Napyradiomycin biosynthetic gene cluster	t3pks-terpene	Others
BGC0001080.1	BGC0001080.1	Phenazine biosynthetic gene cluster	phenazine	Others
BGC0001083.1	BGC0001083.1	Merochlorin biosynthetic gene cluster	terpene-t3pks-nrps-butyrolactone	Others
BGC0001084.1	BGC0001084.1	Notoamide / stephacidin biosynthetic gene cluster	terpene-nrps	Others
BGC0001120.1	BGC0001120.1	Burkholderic acid biosynthetic gene cluster	other	Others
BGC0001121.1	BGC0001121.1	Orsellinic acid biosynthetic gene cluster	other	Others
BGC0001126.1	BGC0001126.1	Ambiguine biosynthetic gene cluster	other	Others
BGC0001134.1	BGC0001134.1	Photopyrone biosynthetic gene cluster	other	Others
BGC0001137.1	BGC0001137.1	Marinacarboline biosynthetic gene cluster	other	Others
BGC0001138.1	BGC0001138.1	A201A biosynthetic gene cluster	other	Others
BGC0001140.1	BGC0001140.1	Platensimycin / platencin biosynthetic gene cluster	other	Others
BGC0001144.1	BGC0001144.1	Neosartoricin biosynthetic gene cluster	t1pks-terpene	Others
BGC0001148.1	BGC0001148.1	Pheganomycin biosynthetic gene cluster	bacteriocin-t3pks-nrps	Others
BGC0001151.1	BGC0001151.1	Clavams biosynthetic gene cluster	blactam	Others
BGC0001154.1	BGC0001154.1	Cacibiocin biosynthetic gene cluster	aminocoumarin	Others
BGC0001156.1	BGC0001156.1	Platencin biosynthetic gene cluster	other	Others
BGC0001168.1	BGC0001168.1	Livipeptin biosynthetic gene cluster	other	Others
BGC0001173.1	BGC0001173.1	Plantazolicin biosynthetic gene cluster	other	Others
BGC0001174.1	BGC0001174.1	Corynazolicin biosynthetic gene cluster	other	Others
BGC0001176.1	BGC0001176.1	Streptomonomicin biosynthetic gene cluster	other	Others
BGC0001180.1	BGC0001180.1	Isopropylstilbene biosynthetic gene cluster	other	Others
BGC0001183.1	BGC0001183.1	Lobophorin biosynthetic gene cluster	t1pks-oligosaccharide-nrps-t3pks	Others
BGC0001184.1	BGC0001184.1	Bacilysin biosynthetic gene cluster	other	Others
BGC0001191.1	BGC0001191.1	A-102395 biosynthetic gene cluster	blactam	Others
BGC0001198.1	BGC0001198.1	(+)-O-methylkolavelool biosynthetic gene cluster	other	Others
BGC0001205.1	BGC0001205.1	Communesin biosynthetic gene cluster	terpene-t1pks	Others
BGC0001206.1	BGC0001206.1	Indolmycin biosynthetic gene cluster	other	Others
BGC0001209.1	BGC0001209.1	Streptide biosynthetic gene cluster	other	Others
BGC0001217.1	BGC0001217.1	PreQ0 Base biosynthetic gene cluster	other	Others
BGC0001219.1	BGC0001219.1	Shanorellin biosynthetic gene cluster	other	Others
BGC0001221.1	BGC0001221.1	Marinophenazines biosynthetic gene cluster	phenazine	Others
BGC0001223.1	BGC0001223.1	Hydroxysporine biosynthetic gene cluster	indole	Others
BGC0001224.1	BGC0001224.1	Reductasporine biosynthetic gene cluster	indole	Others
BGC0001234.1	BGC0001234.1	4,4'-piperazine-2,5-diyldimethyl-bis-phenol biosynthetic gene cluster	other	Others
BGC0001238.1	BGC0001238.1	Biotin biosynthetic gene cluster	other	Others
BGC0001239.1	BGC0001239.1	Biotin biosynthetic gene cluster	other	Others
BGC0001248.1	BGC0001248.1	Clavaric acid biosynthetic gene cluster	other	Others
BGC0001256.1	BGC0001256.1	Atromentin biosynthetic gene cluster	other	Others
BGC0001262.1	BGC0001262.1	AK-toxin biosynthetic gene cluster	other	Others
BGC0001269.1	BGC0001269.1	Gibberellin A3 / gibberellin A1 / gibberellin A7 / gibberellin A4 / gibberellin A9 biosynthetic gene cluster	other	Others
BGC0001271.1	BGC0001271.1	Emericellin biosynthetic gene cluster	t1pks-terpene	Others
BGC0001274.1	BGC0001274.1	Non-acetylated open-chain sophorolipid / diacetylated lactonic sophorolipid biosynthetic gene cluster	other	Others
BGC0001282.1	BGC0001282.1	Lolitriol biosynthetic gene cluster	other	Others
BGC0001285.1	BGC0001285.1	Pseudopyronine A / pseudopyronine B biosynthetic gene cluster	other	Others
BGC0001286.1	BGC0001286.1	Itaconic acid biosynthetic gene cluster	other	Others
BGC0001294.1	BGC0001294.1	7-prenylisatin biosynthetic gene cluster	other	Others
BGC0001295.1	BGC0001295.1	Cremeomycin biosynthetic gene cluster	other	Others
BGC0001302.1	BGC0001302.1	Lomofungin biosynthetic gene cluster	phenazine	Others
BGC0001306.1	BGC0001306.1	Asperipin 2a biosynthetic gene cluster	other	Others
BGC0001307.1	BGC0001307.1	Chaxapeptin biosynthetic gene cluster	other	Others
BGC0001308.1	BGC0001308.1	Simocyclinone D9 / simocyclinone D10 / simocyclinone D11 biosynthetic gene cluster	t2pks-aminocoumarin-nrps	Others
BGC0001313.1	BGC0001313.1	Arabidiol / Baruol biosynthetic gene cluster.	other	Others
BGC0001314.1	BGC0001314.1	Tirucalla biosynthetic gene cluster.	other	Others
BGC0001315.1	BGC0001315.1	Cucurbitacin biosynthetic gene cluster.	other	Others
BGC0001316.1	BGC0001316.1	Linamarin / Lotaustralin biosynthetic gene cluster.	other	Others
BGC0001317.1	BGC0001317.1	Lupeol biosynthetic gene cluster.	other	Others
BGC0001318.1	BGC0001318.1	Linamarin / Lotaustralin biosynthetic gene cluster.	other	Others
BGC0001319.1	BGC0001319.1	alpha-Tomatine biosynthetic gene cluster.	other	Others
BGC0001320.1	BGC0001320.1	alpha-Solanine / alpha-Chaconine biosynthetic gene cluster.	other	Others
BGC0001325.1	BGC0001325.1	Noscapine biosynthetic gene cluster.	other	Others
BGC0001333.1	BGC0001333.1	BE-54017 biosynthetic gene cluster	indole	Others
BGC0001334.1	BGC0001334.1	Cladoniamide biosynthetic gene cluster	indole	Others
BGC0001335.1	BGC0001335.1	Borregomycin biosynthetic gene cluster	indole	Others
BGC0001336.1	BGC0001336.1	Erdasporine biosynthetic gene cluster	indole	Others
BGC0001337.1	BGC0001337.1	Lazarimide biosynthetic gene cluster	indole	Others
BGC0001339.1	BGC0001339.1	Squalestatin S1 biosynthetic gene cluster	t1pks-terpene	Others
BGC0001343.1	BGC0001343.1	Aurachin biosynthetic gene cluster	other	Others
BGC0001356.1	BGC0001356.1	Paeninodin biosynthetic gene cluster	other	Others
BGC0001359.1	BGC0001359.1	PM100117 / PM100118 biosynthetic gene cluster	t1pks-t1pks-oligosaccharide	Others
BGC0001362.1	BGC0001362.1	Tropodithietic acid biosynthetic gene cluster	other	Others
BGC0001365.1	BGC0001365.1	Clapurines biosynthetic gene cluster	terpene-nrps	Others
BGC0001369.1	BGC0001369.1	Metatricycloene biosynthetic gene cluster	other	Others
BGC0001372.1	BGC0001372.1	Penigequinolone biosynthetic gene cluster	terpene-nrps	Others
BGC0001373.1	BGC0001373.1	Sordarin biosynthetic gene cluster	terpene-t1pks	Others
BGC0001374.1	BGC0001374.1	Thienodolin biosynthetic gene cluster	other	Others
BGC0001379.1	BGC0001379.1	BD-12 biosynthetic gene cluster	other	Others
BGC0001380.1	BGC0001380.1	Salecan biosynthetic gene cluster	other	Others
BGC0001384.1	BGC0001384.1	Saprolmycin biosynthetic gene cluster	t2pks-oligosaccharide	Others
BGC0001387.1	BGC0001387.1	Nucleocidin biosynthetic gene cluster	other	Others
BGC0001395.1	BGC0001395.1	Teichomycin biosynthetic gene cluster	phosphoglycolipid	Others
BGC0001398.1	BGC0001398.1	Phomopsins biosynthetic gene cluster	other	Others
BGC0001401.1	BGC0001401.1	Melleolides biosynthetic gene cluster	other	Others
BGC0001408.1	BGC0001408.1	Xanthoferrin biosynthetic gene cluster	siderophore	Others
BGC0001410.1	BGC0001410.1	Polysaccharide A biosynthetic gene cluster	other	Others
BGC0001411.1	BGC0001411.1	Polysaccharide B biosynthetic gene cluster	other	Others
BGC0001412.1	BGC0001412.1	Polysaccharide C biosynthetic gene cluster	other	Others
